SMILES,cats_euclidean_dist
Cn1cc(-c2nn(C)cc2-c2nc(Nc3ccn4ncnc4c3)c3sccc3n2)cn1,9.327379053088816
Cn1cc(-c2nc(-c3cnn(C)c3)n3nccc(Nc4nc5ccccc5s4)c23)cn1,9.591663046625438
Cn1ncnc1Nc1nc(-c2cc(-c3ccc(F)n3C)ns2)nc2sccc12,9.591663046625438
Cc1ncn(-c2nc(Cl)cc(NCc3csc(-n4nc5ccsc5n4)c3)n2)n1,9.695359714832659
Cn1cc(-c2nnc(Nc3nc(-n4cnc(-c5nccs5)c4)cs3)cc2Cl)cn1,9.695359714832659
Cn1cncc1-c1nsn1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,9.746794344808963
Cn1nc2ccc(-n3ccnc3)cc2c1-c1cc2c(cnn2C)c(Nc2nncs2)n1,9.9498743710662
Cn1cc(-c2csc(-c3ncnn3Cc3csc(Nc4ccccn4)n3)n2)cn1,9.9498743710662
C=CNc1csc(-c2nc(-c3ccnc(Cn4nnc5ccccc54)c3)ns2)n1,10.14889156509222
Cn1cc(-c2cc(F)nc(Nc3ccc(-n4cc(-c5cncs5)nn4)cc3)n2)nn1,10.198039027185569
Cn1ccnc1-c1ncc2c(Nc3ccc(Cn4ccnn4)nc3)nc3ccsc3n12,10.344080432788601
Cc1cc(-c2nc(=O)sn2-c2nc(Nc3ccncc3)c3ccsc3n2)n(C)n1,10.344080432788601
Cn1cc(-c2ccc3c(c2)cc(Nc2nc(-c4nccs4)n(C)n2)c2nncn23)cn1,10.344080432788601
Cc1cc(Nc2ncc(-c3cn(C4CCSCC4)nn3)s2)nc(-n2ccnc2)n1,10.392304845413264
Cc1ncn(-c2cc(Nc3nc(-c4cncs4)cs3)cc(-c3cnn(C)c3)n2)n1,10.535653752852738
CSc1nnc(-c2cn3nc(Nc4ccc(-n5cccn5)cc4)sc3n2)s1,10.535653752852738
CNc1nsc(-c2ncc(-c3cccc(-n4ccc(C)n4)n3)n2-c2cccs2)n1,10.583005244258363
Cn1c(-c2cnccc2O)nc2ccc(Sc3nnc(-c4cncs4)s3)nc21,10.583005244258363
Cc1nnc(Cn2nc3ccccc3c2-c2nsc(-c3cnc(N)s3)n2)s1,10.677078252031311
Cn1c(Sc2ccccc2)nnc1-c1cn(-c2cc(O)c3scnc3c2)nn1,10.723805294763608
Cn1c(-c2ccnn2Cc2cccs2)cnc1Nc1cc(-n2cncn2)ns1,10.770329614269007
Cn1cc(Cl)c(CNc2nc(-n3cnnc3-c3cncs3)cc3ncsc23)n1,10.862780491200215
c1cc(CNc2nc(-c3cncs3)cc(-n3snc3-c3cncs3)n2)ccn1,10.908712114635714
