SMILES,cats_euclidean_dist
c1csc(COc2ccc(Nc3ncnc4nc(-c5cscn5)sc34)cc2)n1,9.1104335791443
CNc1nnc(-c2cn(-c3ccc4nc(-c5ccc(N6CCNC6)cc5)oc4c3)nn2)s1,9.486832980505138
Cn1ccc(-c2ccc(Cn3nnc4s/c(=N\Nc5cscn5)sc43)cc2)n1,10.0
Oc1cccc(-n2cc(COc3ccc(-c4nc5sc(=S)[nH]n5n4)s3)nn2)c1,10.488088481701515
Oc1ccc(-c2nc3nc(-c4ccc(OCCn5cncn5)cc4)c(=S)sn3n2)cc1,10.583005244258363
CN1CCN(c2csc(Nc3nc(-c4nc(-c5cccs5)no4)cs3)n2)CC1,10.723805294763608
COc1ccc(-n2c(=S)sc3nc(-c4ccc(O)cc4)nc(N4CCOC4)c32)cc1,10.723805294763608
c1csc(-c2nc3sc(Nc4ccc(OCCN5CCOCC5)cc4)nn3n2)c1,10.908712114635714
C#CCNCc1nc(C)sc1-c1nc2sc(Nc3ccc4ccccc4n3)nn2n1,11.0
COc1cccc(-n2cc(-c3nc(N)c4sc(=S)n(-c5cccs5)c4n3)nn2)c1,11.045361017187261
Oc1ccc(-c2nc3c(Nc4ccc(Cn5cnc6ccccc65)nc4)csn3n2)cn1,11.180339887498949
Oc1ccccc1CNc1nn2nc(-c3nnc(N4CCOCC4)s3)cc2s1,11.224972160321824
Cn1nc2nc(NCc3ccc(-n4nc(-c5cccs5)sc4=S)cc3)ncn2c1=O,11.269427669584644
COc1ccc(-c2nc3sc(Nc4nc(N5CCOCC5)co4)cc(=S)n3n2)cc1,11.313708498984761
Oc1ccc(-n2cc(-c3cc4sc(NCc5cccs5)nn4n3)nn2)nc1Cl,11.313708498984761
C/C(=N/Nc1csc(-n2nc(-c3ccc4c(c3)OCO4)sc2=O)n1)c1cccs1,11.61895003862225
Nc1nc(-n2ccc(-c3csc(=S)s3)n2)sc1C(=O)NCc1nccs1,11.661903789690601
COc1ccc(-c2cn3nc(-c4ccc(Cl)cc4)n(-c4nc(N)ns4)c3n2)cn1,11.704699910719626
COc1ccc(-n2cc(-c3nc(N)c4c(n3)sc(=S)n4C)nn2)cc1C(F)(F)F,11.74734012447073
C/C(=N\Nc1nn2nc(-c3ccsc3)nc2s1)c1ccc(N2CCOCC2)cc1,11.789826122551595
c1cc(Nc2nn3nc(-c4ccc5c(c4)OCCN5)cc3s2)ccc1Cn1cnnn1,11.916375287812984
Nc1csc(SCc2cn(-c3cnc(-c4nc5ccccc5s4)s3)nn2)n1,11.916375287812984
CCn1nc(-c2cc3nc(-c4ccc(N5CCOCC5)nc4)sc3nc2N)sc1=S,11.958260743101398
Nc1ccc(-c2nc3nc(N/N=C/c4ccc(N5CCOCC5)cc4)sn3n2)cc1,12.041594578792296
COc1ccc(/C(C#N)=N\Nc2cc(-c3ccc4nc(=S)sn4n3)cs2)cc1,12.288205727444508
Oc1ccc(-n2nc(-c3nnc(NCC(F)(F)F)s3)nc2-c2cscn2)cc1,12.36931687685298
