SMILES,cats_euclidean_dist
COc1cccc2nc(Sc3ccc(C4(O)CCCO4)cn3)n(-c3ccccc3)c(=O)c12,10.583005244258363
COc1cc(Sc2nsc(-c3cn(C)cc3C(F)(F)F)c2C#N)ccc1C(=O)O,12.328828005937952
O=Cc1ccc(Cn2nc(-c3nccs3)c3ncnc(Nc4ccc(F)cc4)c32)cc1,12.449899597988733
CCOC(=O)c1ccc(-n2c(Sc3ccc4c(c3)OCO4)nc3ccccc32)cc1O,13.152946437965905
O=C(O)c1ccc(-n2c(SC3CCOOCC3)nc3cc(OCC4CC4)ccc32)cc1,13.564659966250536
CCSc1nc(Sc2nc3ccccc3c(=O)n2-c2ccccc2)ccc1C(=O)O,13.601470508735444
O=c1c2ccccc2nc(SCc2ccc(F)cc2)n1-c1ccc(Nc2ncccn2)o1,13.820274961085254
COc1c(-c2nnc(SCc3ccc(Cl)cc3)s2)ccc2c1C(=O)/C(=C/O)O2,13.820274961085254
Cn1nc(-c2ccc(O)cc2)c2c(=O)n(-c3ccccn3)c(SCc3ccccc3)nc21,13.820274961085254
COc1ccc(-n2cc(Cn3ccc4ccccc43)c3ncnc(N)c32)c(-n2cccc2)n1,13.96424004376894
c1ccc(-c2cc(COc3ccc4c(NC5CC5)ncnc4n3)nn2-c2ccccc2)cc1,13.96424004376894
COc1ccc(-c2nc(-c3ccc(NC4CC4)cc3)nn2-c2cccc3c2OCO3)cn1,14.0
Cc1ccc(-n2c(SCc3ccc(OC(F)(F)F)cc3)nc3ncnc(O)c32)cc1,14.106735979665885
Oc1ncnn2nc(OCc3ccc(Oc4ccc(F)cc4)cc3)c(-c3ccccc3)c12,14.106735979665885
COc1ccc(-n2nc(Nc3ccccc3C)n3c(=O)cc(-c4ccccc4)nc23)cc1,14.142135623730951
COc1nc(-c2c(Sc3ccc4c(c3)OCO4)c3ccccc3n2C)ccc1C(=O)O,14.317821063276353
COc1ccc(-n2nc(Sc3ccc(C(=O)O)c(F)c3)c3c2C[C@@H](C)OC3)c(F)c1,14.422205101855956
O=C(O)c1ccc(Sc2nnc(SCc3ccccc3)n2-c2cccc(F)c2)nc1,14.45683229480096
COc1ccc(CSc2nc3ccc(C(=O)O)cc3c(=O)n2-c2ccccc2)s1,14.560219778561036
O=C(O)c1ccccc1Sc1ccnc2ccc(-c3cn(Cc4ccccc4)cn3)cc12,14.594519519326424
CSc1nn(-c2cc(Cl)cc3c2C=C(O)CC3=O)cc1COC(=O)c1ccccc1,14.66287829861518
Cc1cc(-n2c(-c3ccccc3)nc3c(Sc4cccc(O)c4)nn(C)c3c2=O)ccn1,14.933184523068078
CCn1cc(C(F)F)c2cc(-c3nc(-c4cccs4)n(-c4nccc(O)n4)n3)ccc21,14.966629547095765
COC(=O)c1cnc2c(ccn2-c2ccc(OCc3cc4ccccc4s3)cn2)c1O,14.966629547095765
Cc1ccc(=O)n(-c2ccc(Sc3cc(C)n(-c4ccc(Cl)cc4)n3)c(C(=O)O)c2)n1,15.066519173319364
COc1ccc(-c2nc(-c3nc(C(F)(F)F)c(C(=O)O)s3)n(-c3ccccc3)n2)cc1,15.0996688705415
S=c1[nH]nc(SCCn2nnc(-c3ccc(-c4ccccc4)o3)n2)n1-c1ccccc1,15.165750888103101
CCNc1ncnc2c1nnn2Cc1cn(-c2ccccc2)nc1-c1cccc(Cl)c1,15.165750888103101
COC(=O)c1ccc(-n2nnc(-c3ccccc3)c2Sc2ccc(Cl)cc2)cc1O,15.198684153570664
C=Cc1ccc(Cn2nc(S)c3c(-c4ccc(OC)cc4)nsc3c2=O)cc1C#N,15.198684153570664
COc1ccc(-n2c(=O)sc3c(NCc4ccc(-c5ccccc5)cc4)ncnc32)nc1,15.198684153570664
CSCCNc1ncnc2nc(-c3ccc4ccccc4c3)n(C3CCCCC3=O)c12,15.198684153570664
O=C(O)c1ccc(Sc2nc(-c3cnn(CC4CCOCC4)c3)c3ccccc3n2)cc1,15.231546211727817
COc1cc(-c2nc(-c3ccc4c(c3)CCC4)oc2SC2CCOC2)ccc1C(=O)O,15.231546211727817
Oc1ccnc(-n2ccc3c(Oc4ccc5cc(CN6CCCCC6)oc5c4)nccc32)n1,15.297058540778355
COc1cccc(Cn2nc(C)c3ncnc(-c4cnc(-c5ccc(F)cc5)s4)c32)c1,15.297058540778355
Oc1cccc(-n2cc(COc3ccccc3-c3ncn(-c4ccc(Cl)cc4)n3)nn2)c1,15.427248620541512
Cc1nc(Nc2ccc(Cl)cc2)c2nnn(Cc3cnn(-c4ccccc4)c3C)c2n1,15.427248620541512
COc1ccc(-c2nsc(-c3csc4c(-c5ncccn5)c(C)[nH]c(=O)c34)n2)cc1C,15.427248620541512
Cn1cc(CCC(=O)O)c2nc(SC3=NCCCC3)n(-c3ccccc3Cl)c(=O)c21,15.459624833740307
Cn1cnc(Nc2nn(CC3CCCCCCC3)c3c2cc(-c2ccccc2)c(=O)n3C)n1,15.459624833740307
O=C(O)c1ccc(-n2c(SCC(=O)c3ccc(Cl)s3)nc3ccccc32)nc1,15.459624833740307
COc1cccc(Oc2nn(-c3ccc(Cl)cc3)c(-c3cscn3)c2C(=O)O)c1,15.459624833740307
C=CCc1ncnc2nc(-c3cc4ccccc4n3SCc3cccc(C(=O)O)c3)cn12,15.491933384829668
Cc1nc(O)c2c(ncn2Cc2cnn(-c3ccc(Cl)c(C)c3)c2-c2cccs2)n1,15.588457268119896
O=C(c1ccccc1)n1c(S)nc2c(OCc3cn(-c4ccccc4)nn3)cccc21,15.588457268119896
CC(=O)Nc1ccc(-n2nc(SCc3ccccc3)c3nnn(-c4ccccc4)c32)cc1,15.588457268119896
O=C(O)c1sccc1-c1nnc(SCc2ccccc2)n(-c2ccc(F)cc2)c1=O,15.620499351813308
COc1cc(Nc2cc(C)nc3nc(-c4ccc5c(C#N)cn(C)c5c4)nn23)ccc1Cl,15.684387141358123
CNc1nccc(-c2nnn(-c3cccc(C4CC4)c3)c2Sc2cccc(Cl)c2)n1,15.684387141358123
COc1ccc(Sc2nc3ccc(C(=O)O)cc3c(=O)n2-c2ccc(Cl)cc2)cc1,15.716233645501712
COc1ccc2c(c1)OCc1c-2nc(-c2cccs2)n1-c1cccc(C(=O)OCO)c1,15.748015748023622
COc1ccc(-c2nc(N3CCCCC3)sc2/C=C2/SC(=O)C(C(=O)O)=C2C)cc1,15.7797338380595
COc1ccc2c(c1)OCc1c-2nc(-c2ccc(OC)c(Cl)c2)n1-c1cnc(N)s1,15.7797338380595
Cc1ccc(C2OC(CCO)=C(C#N)c3c2cnn3-c2ccc(C(C)(C)C)s2)s1,15.811388300841896
COc1ccc(-c2nc(=O)n(CCC3CCCC3)c3c4cc(Cl)ccc4n(O)c23)nc1,15.84297951775486
COc1ccc(-n2nc(Sc3ccc(Cl)cc3)c3cc(C(=O)O)ccc32)cc1C=O,15.84297951775486
Cc1cnc(-n2nnnc2-c2cccs2)cc1NCc1cccc(OC(F)(F)F)c1,15.84297951775486
CSc1ccccc1Oc1c(/C=C2\SC(=O)NC2=O)oc(=O)n1-c1ccc(C)cc1,15.874507866387544
CC1(C)OCc2c(Sc3ccc(Cl)cc3)nn(-c3ccc(C(=O)O)s3)c2C1=O,15.968719422671311
CCn1nc(-c2csc(Nc3cccc4c3ccn4S(C)(=O)=O)n2)c2ccccc21,16.0
CCc1csc(SCc2ccc3nc(N)n(-c4ccc(C(C)(C)C)cc4)c(=O)c3n2)n1,16.06237840420901
COc1ccc(-n2c(S)nc3ccc(C(=O)Oc4cccc(Cl)c4)cc3c2=O)cc1,16.09347693943108
COc1cc(-c2nnn(-c3ccncc3)c2Sc2ccc(Cl)cc2)ccc1C(=O)O,16.1245154965971
O=C(O)c1ccc(Sc2nc3c(=O)n(CC4CC4)cnc3n2C2CCCCCC2)cc1,16.217274740226856
Cc1nc(-n2c(-c3ccc(OCc4ccccc4)cc3)nc3ccccc32)sc1C(=O)O,16.278820596099706
COc1ccc(-n2c(C(C)=O)nc3c(Oc4ccc5c(c4)NCCC5=O)cccc32)cc1,16.30950643030009
Cc1c(Cn2ncc3c(N)ncnc32)cccc1-c1ccc(-n2cnc3ccccc32)cc1,16.34013463836819
COc1ccc(-c2cc(F)ccc2Cn2nnc3nc(O)nc(-c4cccs4)c32)cc1,16.34013463836819
Cn1nncc1CSc1nc2ccccc2n1Cc1ccc(-c2ccc(C(=O)O)cc2)cc1,16.3707055437449
CCn1c(C(=O)O)ccc1-c1cc2ncnn2c(SCc2ccc(C(F)(F)F)cc2)n1,16.3707055437449
CC(C)(C)OCc1ccc(-c2cc(C(=O)O)nn2-c2ccc3ccn(CCF)c3c2)nc1,16.401219466856727
N#Cc1cn(CC2CC2)c2c1nc(Sc1ccccc1)n2C1CCCCCC1C(=O)O,16.401219466856727
COc1cc2c(cc1OCCN1CCCCC1)ncn2-c1ccc(C(C)(C)C)c(O)c1C#N,16.431676725154983
COc1cccc(-n2cc(/C=C3\SC(=O)NC3=O)c(-c3oc4ccccc4c3C)n2)c1,16.46207763315433
COc1cc(-c2nnn(-c3ccccn3)c2Sc2ccc(Cl)cc2)ccc1C(=O)O,16.492422502470642
Cc1ccc2c(n1)c(C(=O)O)cn2-c1ccc(Sc2cc(C)n(-c3ccccc3)n2)nc1,16.492422502470642
COc1ccc(-n2c3c(c4ccccc42)CCCC3)cc1-c1nnn(-c2ccc(O)cc2)n1,16.492422502470642
Cc1cccc(-n2nc(Oc3ccc(-c4nn(C)c5ccccc45)cc3)cc2C(=O)O)c1,16.522711641858304
