SMILES,cats_euclidean_dist
COc1ccc(-c2cc(C)nc(Sc3nc4ccccc4c4c3CC(C)C(=O)N4)n2)cc1,10.535653752852738
COc1ccc(-n2nc(-c3ccccc3)cc2C(=O)Nc2ncnc3ccsc23)c(C)c1,10.908712114635714
COc1ccc(-c2cccc(Sc3nc4ccn(O)c4c(=O)n3-c3ccccc3)n2)cc1,10.908712114635714
COc1ccc(-c2sc(=O)n(-c3cc(N)ncn3)c2Sc2cccc(Cl)c2)cc1,11.357816691600547
CC1CCc2c(Oc3ncccc3CNc3nccc(-c4ccccc4)n3)ccnc2S1,11.445523142259598
CCc1ccc(-c2cc(O)nc(Sc3nc4ccccc4c(=O)n3-c3ccccc3)n2)cc1,11.61895003862225
COc1ccc(-c2nc3ccc(Oc4ccccc4CN4CCC(=N)SC4)nn3n2)cc1,11.61895003862225
COc1ccc(-c2cc(C)nc(Sc3nc(NC(C)(C)C)c4n3CCCOC4)n2)cc1,11.958260743101398
COc1ccc(-c2nc(Sc3ccccc3)n3c(NC(=O)c4cccs4)cnc3n2)cc1,12.0
CCCc1nc2nc(Sc3ccc(Cl)cn3)n(-c3cccc(Cl)c3)c(=O)n2c1O,12.288205727444508
COc1ccc(-c2nn3nc(O)n(-c4ccccc4)c(=O)c3c2Sc2ccccc2)cc1,12.288205727444508
Cc1ccc(-c2ccc(Sc3nc4ccccc4c(=O)n3-c3ccccc3)nc2)nc1N,12.409673645990857
COc1ccc(-n2cc(Sc3nn(O)c4ccccc34)nc2-c2cccnc2)cc1F,12.449899597988733
Cc1nc(NC(=O)c2cc(CSc3nc4ccccc4n3C)cs2)nc2ccncc12,12.489995996796797
COc1ccc(-c2nc(Sc3nc4c(C(=O)O)cccc4n3C)c3ccccc3n2)cc1,12.529964086141668
COc1ccc(-c2cccc3c2NC(n2cc(CSc4nccs4)nn2)CC3=O)cc1,12.922847983320086
COc1cc(C)c2c(n1)NC(Nc1nc(-c3ccc4c(c3)OCO4)nc3ccccc13)CC2,12.96148139681572
