SMILES,log-likelihoodog
CC1=CSC(n2nc(C)c3ncc(-c4nc(C)c(-n5cncc5N)s4)nc32)=NC1,32.63975445453402
CN(Cc1nncs1)c1nc2n3cc(-c4cncc5sccc45)nc3n(C)cnc1=2,29.054076290760662
Cc1nc(Nc2ncsn2)c(-c2nc3ccnc(N4CCN(C)CC4)c3s2)nc1C,28.373320221178435
Cc1ccc(-c2ccnn3c(SCC4=NNC(S)O4)c(C4=NCCS4)nc23)o1,27.595299364573357
Cc1ncn(-c2cnc3c4ccnc(N=S)c4n(CCC4SCCS4)c3n2)n1,27.423626024427328
COC1CC(Nc2nc(-c3cccs3)nn3cc(-c4ccc5c(c4)OCO5)nc23)O1,26.863764111023723
Cc1cnc(N2CCC(Nc3nsc4c(-c5ccsc5)ncnc34)CC2)c(C)n1,26.599923355380863
c1cnc2c(c1)c1ncc3nc(-c4cncs4)nn3c1n2CCCNc1cncs1,26.49890936722895
COC(=O)CSc1nc2c(c3nc(-c4nccs4)nn13)NC(=S)SC2C,26.365071633184325
CSc1sc2nc(-c3cnc4n3NCCS4)nn2c1-c1oc(C)cc1C,26.302970644875135
Cc1csc2c(-n3c(SCC(F)(F)F)nc4c(cnn4C)c3=O)nc(N)nc12,26.25898386961871
CC(=O)c1cn2cc(-c3nc(NCc4nccs4)nc(N4CCCC4)n3)nc2s1,26.091054666526006
c1csc(CNc2nc(-n3nccn3)nc3sccc4c(-n5cccn5)nc=4c23)c1,26.049024736353125
Cc1ccc(-c2nc3c(NC4=NCCO4)nc(C(=O)OC4CCN(C)CC4)nc3s2)o1,26.01833487386555
COc1ccc2cc(-c3nc4sc(N5CCCCC5)nc4n3CC3C=NO3)oc2n1,25.99677825862362
CSc1nc(-c2oc(C)nc2C)nc2c1c1sc(=O)n(C)c1n2C1CCNCC1,25.932339463745603
CN1CCC(COc2ccnn3c(Nc4nc(-c5cc6ccccc6o5)ns4)nnc23)C1,25.889206011853442
Cc1nc(C)c(-c2nn3cccnc3c2N2CCN(Cc3nsc(N)n3)CC2)s1,25.788694457450685
CC(CC1CCCC1N=O)n1cnc2nc(N3CCSCC3)nc(-c3nccs3)c21,25.738264336164153
Cc1nccc(-c2cn3nccc(N4CCC(Nc5cc(-c6nncs6)ccn5)C4)c3n2)n1,25.69249490639461
COC(=O)c1nn(Cc2cccc(C)c2)/c(=N/Nc2nc3nccnc3s2)s1,25.64773289706769
Cc1cc(-c2nc3c(s2)c2ccc(C(=O)O)cc2n3CCN2CCSCC2)no1,25.626055958709813
c1csc(-c2nc3c(N4CCCSCC4)nccc3n2CCc2nnn[nH]2)n1,25.559912725180812
CC(=O)NCc1nc2sc(-c3ncc4ncn(C5CCN(C)CC5)c4n3)nc2s1,25.53491392950613
C#Cn1cnc2c(OC)cc3nc(-c4nccs4)nc(NCc4nccs4)c3c21,25.497400287484645
Cc1cc(C)c(=O)c2c(NC3CN(c4nccs4)C3)nc(-c3nccs3)nc2n1,25.465290727846668
Cc1cc(Nc2nc(-c3nncn3C)cc3nc(C4=NCCSC4)sc23)sn1,25.456660019695473
CCN(Cc1ccc(C#N)s1)c1nc2sc(-n3cnc4scnc43)nc2s1,25.312295899317334
CCNc1=c2ncnnc2=c2cc3sc2nc3=c-n2sc(N3CCCC3)nc-2=n-1,25.28845490118202
CN(C)c1nc(-c2nccs2)nc2sc3ncc4nc(-c5cncn5C)cn4c3c12,25.167962757320023
Cc1cc(-c2nc3n(CN4CCN(C(C)(C)C)CC4)c(=O)nc(NC4CC4)n3n2)c(C)o1,25.053952569887265
Cc1cc2nc(Nc3nccs3)nn2c(-c2cn(C3CCN(Cc4ccco4)CC3)cn2)n1,24.92873149464531
Cc1ccc2nc(N3CCOCC3)oc2c1CSc1nc2c(O)cc(Cl)nn2n1,24.839586097897573
c1ccc2oc(-c3nc(N4CCOCC4)c4ncn(Cc5cncs5)c4n3)nc2c1,24.81426820069876
c1cc2cc(-c3noc(C4CCN(Cc5csnn5)CC4)n3)nc(NC3CC3)n2c1,24.806803601668378
C#CCn1cnnc1-c1nc2c(Nc3nc4sccc4s3)snc2cc1OC,24.628853304761982
c1csc(NCSc2nc(-c3ccc4c(c3)OCO4)nc3cncn23)n1,24.62781848002063
CCN(Cc1cccs1)n1c(=O)sc2nc(-c3cnc4ccsc4n3)nnc21,24.60423114847331
Cc1cc2c(nnn2C)c(NC2CCCN(c3nc(=O)sc4nc(C)sc34)C2)n1,24.554838940298797
COC1CCN(c2nc(C)nc3sc4cnc(-c5snnc5C)nc4c23)CC1,24.48517918392577
Cc1nn(CCC2CCCO2)c2nc(-c3cc4c(N)ncnc4s3)n3cncc3c12,24.302399533144406
CC1CC(/N=c2\sc(-c3ccco3)ncc2Nc2ncnc3ccsc23)C(=O)O1,24.29516809819327
Cn1cc(-c2cc3c(Nc4nc(N5CCCC5)cs4)ncnc3nc2-n2cccn2)cn1,24.256381192576274
c1ccc2c(c1)nc(Nc1nc(-n3ccnc3)ns1)n2CCN1CCCc2ocnc21,24.22578498596045
Cc1cccc2nc(N3CCN(Cc4ncc(-c5nc(-c6nccs6)no5)[nH]4)C3)oc12,24.21542283428776
Cc1cc(C)nc(N2CSC(Nc3ncnc(-c4nc5ccncc5s4)n3)C2)n1,24.10578341314079
Cc1nc(NCc2csc(-c3nc4ccccn4n3)n2)cc(N2CCC(=O)CC2)n1,24.082581958683974
Cc1ccccc1-c1nsc2oc(SCC3=NN=NC(N4CCOCC4)C3)nc12,24.078654051027247
Cc1cn(-c2cc(Nc3nccc4oc(=S)oc34)nc(N3CCN(C)CC3)n2)c(C)n1,24.04302442768842
CN([O-])c1nc2c(s1)c1nn(CC(C)(C)C)c(=S)n1c(=O)n2Cc1ccccc1,24.04226377366946
