SMILES,log-likelihoodog
CCCN1CCC2(CC1)C(=O)c1cc(Sc3cc4nc(C#N)sc4o3)ccc1C2O,29.859110226575734
Cc1cc(Oc2cc(F)cc(Cl)c2)ccc1-c1nc(S[C@H]2CC[C@H](C(=O)O)O2)ns1,29.384649777033868
Cc1cc(Sc2cc(O)cc(Cl)c2)n(Cc2ccc(-c3cncnc3)cc2)[n+]1[O-],29.04122864003709
Cc1nnc(SCc2cc(-c3c(O)c4ccc(Cl)cc4oc3=O)ccc2F)n1C,28.827817167012512
COC1N(C)c2ccc(Oc3cccc(-c4nc(C(=O)O)cs4)c3)nc2C12CCCCC2,28.095498509749156
Cc1ccc2c(c1)c(-c1cc(NC(=O)Oc3ccccc3)ncn1)nn2CC1OCCS1,27.966080653215247
COc1ccc(-c2ccc(Sc3cc4n(n3)CCCC43CC(C(=O)O)C3)c(C)n2)cc1,27.78435750862861
CC1(C)C(=O)SC(Sc2nc3ccc(C4CC4)nc3c(=O)n2-c2ccccc2)=C1O,27.38624234972697
O=C(O)Cn1cc(-c2cc3ccc(F)nc3s2)c2ccc(OCCn3cccn3)cc21,27.310559561696813
Cc1cc(C)c2c(c1)OCCCc1nc(CSc3nc4ccccc4s3)c(C(=O)O)n1-2,27.093220776439853
Sc1c(-c2cc(/C=C/c3ccccc3)nn2-c2nn[nH]n2)ncn1CC1CCCCC1,27.09180491768165
Oc1ccc(Cc2ccccc2-n2cccn2)cc1-c1cn(Cc2ccc3c(c2)OCO3)nn1,27.057489876884656
Cc1c(-c2nc(-c3ccc(C(=O)O)s3)ns2)cc(Cl)n(Cc2ccccc2)c1=O,26.909446848764954
COc1cccc(-c2cc3c(S)ncnc3n2C(=O)c2ccc(-c3ccccn3)cn2)c1,26.468677807136924
COc1ccc(-c2cc(O)c3c(c2)ncn3Sc2cc3ccccc3c(=O)n2C(C)=O)cc1,26.320328287340086
CS(=O)(=O)c1nc(SCc2cccs2)n2cc(C(=O)O)cc2c1-c1ccccc1,26.261397108967795
COc1cc(F)ccc1Oc1cc(-c2cccc(C(=O)O)n2)cc2c1n(C)c(=S)n2C,26.128321849343536
Cc1cc(-c2c(-c3ccc4ccccc4c3)nnn2CCN2CCSCC2)oc1C(=O)O,25.99361652444303
Cc1cccc(-c2nc(O)c3c(n2)nc(SCC(=O)OC(C)(C)C)n3Cc2ccccc2)c1,25.80557257681218
O=C(O)c1cc(Cl)cc(Cl)c1OCc1cc(-c2ccc(-n3cncn3)cc2)ns1,25.502909674883238
CN1CCCCC1n1c(SCc2ccccc2)nnc1-c1cnc(Cl)cc1C(=O)O,25.488759197618602
COc1cccc2sc(-n3nc(-c4ccc(OCc5ccccc5)s4)[nH]c3=O)nc12,25.44762556601897
COc1cccc(OC(=O)Nc2csc(-c3cn(C)c(SC(=O)C(F)(F)F)n3)c2)c1,25.31362031023164
CCOC(=O)c1ccc2cc(SCc3ccccc3)n(-c3cncs3)c(=O)c2c1O,25.034195692526396
CCn1c(Sc2ncn(-c3c(Cl)cccc3C(=O)O)n2)nc2c(Cl)cccc21,25.03191694655063
Oc1nnc(-c2ccc(Cl)c(Cn3nccn3)n2)cc1Sc1ccc(Cl)cc1,24.97712956761974
COC(=O)c1cc(-c2ncn(C3CC4(CCN(CC(C)(C)C)CC4)C3)n2)c(C)cc1O,24.908152673651546
Cc1nc(-c2cccs2)n2c1-c1ccc(Oc3ccc(C(=O)O)cc3)cc1OCCN2C,24.858018341011977
Cc1nn(C2CCN(c3ccnc(N)n3)CC2)nc1-c1ccc(Sc2ccccc2)cc1,24.646840078024066
COc1ccc2oc(-c3cn(C4CCC(O)CC4)nc3Sc3ccccc3)nc2c1,24.559834356983547
NC1=NC=NN2C1=NN(CCc1ccccc1)C(Sc1ccccc1)=C2c1ccccc1,24.374266928305893
O=C(O)c1csc(-c2cc(OCc3ccccc3)n(-c3ccc(Cl)cc3)c(=O)n2)n1,24.37033551528521
Cn1cc(-c2cn(-c3ccc(Cl)cc3)nn2)c(SCc2cc(C(=O)O)ccc2F)n1,23.9634765370374
O=C(O)CSc1nnc2c(-c3ccc(OCc4ccc(Cl)cc4)cc3)cccc2n1,23.9489232484004
COc1ccc(-c2cc(-c3ncc(C(=O)O)s3)n(-c3csc4ccccc34)n2)cc1,23.79429258924257
C#COc1cccc2c1c(-c1cncnc1)c(Sc1cccc(Cl)c1)n2CC(=O)O,23.663558084080037
COc1ccc(C(=O)O)cc1Sc1nc(-c2ccccc2)cc2c1ncn2C1CCOC1,23.571919428256063
Cc1ccc(-n2c(SCc3cccc(Cl)c3)nc(C(=O)O)c2-c2cncnc2)cc1,23.54251128169113
COc1cccc2c(N3CCO3)nc(Sc3ccc(-c4ccc(C(=O)O)cc4)cc3)nc12,23.465002215675646
C#CCn1c(Sc2ccc(C(=O)O)cc2C#N)nc2scc(-c3ccc(OC)cc3)c21,23.45984068987564
COc1nc(N)nc2nc(Sc3sc(Cl)cc3Cl)n(Cc3ccccc3)c12,23.45850411814141
Cc1nc(-c2ccccc2Oc2ccc(C(=O)O)cc2)nc2c1ncn2C1CCN(C)CC1,23.095789867035222
COc1cc(OC)cc(-c2cc3sc4c(c3c(SCC(=O)O)n2)COCCC4)c1,22.727653305532638
O=C(O)CN1CCCCC(Cn2cc(-c3ccc(Sc4ccccc4)cc3)nn2)CC1,22.081824746520212
O=C(O)c1cn(CCn2cccc2)c(-c2ccc(Sc3ccc4c(c3)OCO4)cc2)n1,22.05909477673002
Cn1c(N)nc2nc(CSc3ccc(-c4ccccc4)cn3)n(C3CCCCC3)c2c1=O,22.030845980666886
COc1cccc(CSc2nc3c(C(=O)O)cccc3c(=O)n2-c2ccc(Cl)cc2)c1,21.430873144035086
Cn1cnc(-c2ccc(F)cc2)c1Sc1cc(C(=O)O)ccc1Oc1ccccc1,21.422238750427546
O=C(Nc1cc(Cl)nc2nc(SCc3ccccc3)nn12)OCc1ccccc1,21.397144286742044
COc1ccc(-c2c(Sc3ccc4c(c3)OCO4)n(CC(=O)O)c3ccccc23)nc1,21.34003934006115
O=C(O)c1cccc(OCn2c(Sc3ccc(C(F)F)cc3)nc3ccccc32)c1,21.26159555584805
Cc1cc(Sc2nnc(SCC(=O)O)n2-c2ccccc2)c2c(=O)ccccc2c1,21.243636394172153
COc1ccc(-c2cc(-n3nnnc3Sc3ccc(Cl)cc3)c(F)cc2O)cc1,21.12945005374285
COc1ccc(-c2ncnc3ccc(CSc4nnnn4-c4ccc(F)cc4)cc23)cc1,21.05130966654693
Cc1ccc(-n2c(-c3cccs3)nnc(SCc3ccc(C(=O)O)cc3)c2=O)cc1,21.041797924691057
Cc1cc(Sc2nnc(-c3cccc4c3OCCCO4)n2CC(=O)O)cc(C)c1Cl,20.97167844841468
Cn1cnc(SCc2ccc(-c3nc(O)n(-c4ccc(Cl)cc4Cl)n3)cc2)n1,20.943956184212933
COC(=O)c1nc(CSc2ccc(C#N)cc2)n(-c2ccc(Cl)cc2Cl)c1O,20.888502973113926
Cc1ccc(Sc2cc(-c3nc4c(N)ncnc4n3CC3CCCCC3)cnn2)cc1,20.706411560509174
O=C(O)Cn1c(=O)c2ccccc2n(CCSc2ccc(-c3ccccc3)cc2)c1=O,20.659057828556364
CCc1csc(SC2CCC(OC(=O)NS(=O)(=O)c3cccs3)CC2)n1,20.646212573180996
COc1ccc(-c2ccc3c(n2)n(Sc2cc(Cl)cc(C(=O)O)c2)c(=O)n3C)cc1,20.587001739547702
COc1cc(Sc2nc3ccccc3c(=O)n2-c2ccccc2)c(Cl)cc1C(=O)O,20.561778459530757
CSc1nc(-c2csc(S(=O)(=O)NC(=O)Oc3cccc(C)c3F)c2)cs1,20.523125735390565
COc1cccc(-c2oc(-c3ccc(C(=O)O)s3)nc2Sc2ccc(F)cc2)c1,20.484732333262354
C#CCSc1nc(Sc2ccc(C(=O)O)nn2)cn1-c1cccc(C(F)(F)F)c1,20.443392439735298
Cn1c(SCc2ccc(C(=O)O)cc2)nc2nc(C(C)(C)C)n(C3CCCC3)c2c1=O,20.368075079637258
CC(=O)N1CCC(Nc2ncnc3c2nc(-c2ccc(C)o2)n3CC2CCCCC2)CC1,20.023919236307705
Cc1ccc(Sc2cc3c(=O)n(CC(=O)O)c(=O)n(C4CCCCC4)c3s2)c(C)c1,19.943194965907097
COc1cccc(-c2nn(CC(=O)O)c(=O)c3c(C)c(-c4cccc(Cl)c4)sc23)c1,19.855458324122303
O=C(O)c1ccc(-c2cn(CCSc3nccc(=S)n3-c3ccccc3)cn2)cc1,19.802150959908083
Cc1c(-c2ccccc2)nc(SCC(=O)O)n1S(=O)(=O)c1cc2ccccc2s1,19.368849096412696
O=C(O)CSc1nc(-c2ccccc2)cn1Cc1ccc(-c2ccc3c(c2)OCO3)o1,19.041453139685203
Cn1cc(-c2nc(-c3ccccn3)n(CC(=O)O)c2Sc2ccc(Cl)cc2)cn1,19.038823007014894
COc1ccc(-c2nn(CC(=O)O)c(=O)c3cc(-c4cccc(Cl)c4)sc23)cc1,18.830267687473942
COc1ccc(-c2cnc(N3CCC(C(=O)O)C3)nc2Sc2ccc(Cl)cc2)o1,18.818272864912593
COC(=O)c1cc(SCc2cccc(Cl)c2)n(-c2ncc(C(=O)O)s2)c1C,18.810939388522144
COc1ccc2cc(Sc3cc(-c4ccc5c(c4)OCO5)ccn3)n(CC(=O)O)c2c1,18.718123087487086
Nc1ncnc2c1ncn2C1CCN(Cc2ccc(Cl)c(Oc3ccccc3)c2)CC1,18.68488421755749
COc1ccc2c(=O)n(Cc3csc4cc(Cl)ccc34)c(SCC(=O)O)nc2c1,18.478455119137983
COc1ccc(C(=O)O)cc1Sc1cn(-c2ccccc2)c(=O)n1C1CCCCC1,18.356485430793306
COc1cc(S(=O)(=O)n2c(Sc3ccccc3Cl)nc3sccc32)ccc1O,18.324687499583092
COc1cccc(CSc2nc3c(N)ncnc3n2-c2ccc(Cl)c(Cl)c2)c1,18.029319192240475
O=C(O)c1ccc(OCCSc2nnnn2-c2ccc(Cl)c(Cl)c2)c(Cl)c1,17.964197565621703
Cn1c(SCc2ccc(S(=O)(=O)NC(=O)OC(C)(C)C)s2)nc2ccccc21,17.838655125316535
O=C(O)Cn1c(SCc2ccc(F)cc2)nnc1Sc1ccc2ccccc2n1,17.590317757551063
O=C(O)CSc1cc(Cl)cc(Cl)c1C(=O)Sc1nnnn1-c1ccccc1,17.38511879398486
O=Cc1c(C(F)(F)F)nn(-c2nc(C(=O)O)cs2)c1SCc1ccc(Cl)cc1,17.323818029667144
Cn1c(=O)ccc2c1nc(SCC(=O)O)n2-c1cccc(Oc2ccc(Cl)cc2)c1,16.439825507095122
